id,wh,fg_sku_code,mth_num,mto_demand_next_month,mts_demand_next_month,inventory_days_norm,store_cost,mts_demand_next_3_months,min_os,max_os,min_cs,max_cs,max_sup_lim,m1os_gfc,m1os_kfc,m1os_nfc,fg_wt_per_unit,cs_norm,norm_markup,m1os_x,next_3_months_demand_total,os_gfc,in_gfc,out_gfc,cs_gfc,max_supply_gfc,os_kfc,in_kfc,out_kfc,cs_kfc,max_supply_kfc,os_nfc,in_nfc,out_nfc,cs_nfc,max_supply_nfc,os_x,in_x,out_x,cs_x,max_supply_x,os_tot,in_tot,out_tot,cs_tot,max_supply_tot,cs_wt_gfc,cs_wt_kfc,cs_wt_nfc,final_norm,avg_stock,supply_gfc,supply_kfc,supply_nfc,supply_x,os_ge_min,os_le_max,cs_ge_min,cs_le_max,storage_cost,icc,row_cost,storage_cost_v2,workbook_id,created_at,updated_at,os_gfc_formula,in_gfc_formula,out_gfc_formula,cs_gfc_formula,os_kfc_formula,in_kfc_formula,out_kfc_formula,cs_kfc_formula,os_nfc_formula,in_nfc_formula,out_nfc_formula,cs_nfc_formula,os_x_formula,in_x_formula,out_x_formula,cs_x_formula,os_tot_formula,in_tot_formula,out_tot_formula,cs_tot_formula,storage_cost_formula,storage_cost_v2_formula,avg_stock_formula,cs_wt_gfc_formula,cs_wt_kfc_formula,cs_wt_nfc_formula
182,X,SKU004,2,83.00,95.00,58,0.0100,424.00,0.00,10000000000.00,47.00,10000000000.00,1.00,0.00,0.00,0.00,1.4735,0.00,1.00,0.00,385.00,0.00,87.80,70.00,17.80,0.00,0.00,53.40,62.90,-9.50,0.00,0.00,36.80,45.10,-8.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.00,178.00,0.00,0.00,26.2283,-13.9983,-12.2301,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
183,X,SKU004,3,58.00,203.00,57,0.0100,617.00,0.00,10000000000.00,32.00,10000000000.00,1.00,0.00,0.00,0.00,2.3075,0.00,1.00,0.00,625.00,0.00,116.00,89.90,26.10,0.00,0.00,78.30,98.60,-20.30,0.00,0.00,66.70,72.50,-5.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.00,261.00,0.00,0.00,60.2258,-46.8423,-13.3835,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
184,X,SKU004,4,50.00,80.00,55,0.0100,162.00,0.00,10000000000.00,22.00,10000000000.00,1.00,0.00,0.00,0.00,2.1066,0.00,1.00,0.00,745.00,0.00,62.00,49.00,13.00,0.00,0.00,39.00,47.00,-8.00,0.00,0.00,29.00,34.00,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,130.00,0.00,0.00,27.3858,-16.8528,-10.5330,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
185,X,SKU004,5,26.00,109.00,59,0.0100,158.00,0.00,10000000000.00,51.00,10000000000.00,1.00,0.00,0.00,0.00,1.4974,0.00,1.00,0.00,388.00,0.00,59.20,45.70,13.50,0.00,0.00,40.50,51.40,-10.90,0.00,0.00,35.30,37.90,-2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00,135.00,0.00,0.00,20.2149,-16.3217,-3.8932,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
186,X,SKU004,6,47.00,130.00,30,0.0100,567.00,0.00,10000000000.00,59.00,10000000000.00,1.00,0.00,0.00,0.00,0.8968,0.00,1.00,0.00,563.00,0.00,80.20,62.50,17.70,0.00,0.00,53.10,66.10,-13.00,0.00,0.00,43.70,48.40,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.00,177.00,0.00,0.00,15.8734,-11.6584,-4.2150,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
187,X,SKU004,7,109.00,114.00,56,0.0100,578.00,0.00,10000000000.00,41.00,10000000000.00,1.00,0.00,0.00,0.00,1.5269,0.00,1.00,0.00,737.00,0.00,111.00,88.70,22.30,0.00,0.00,66.90,78.30,-11.40,0.00,0.00,45.10,56.00,-10.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,223.00,223.00,0.00,0.00,34.0499,-17.4067,-16.6432,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
188,X,SKU004,8,27.00,90.00,49,0.0100,344.00,0.00,10000000000.00,35.00,10000000000.00,1.00,0.00,0.00,0.00,1.6957,0.00,1.00,0.00,786.00,0.00,52.20,40.50,11.70,0.00,0.00,35.10,44.10,-9.00,0.00,0.00,29.70,32.40,-2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,117.00,0.00,0.00,19.8397,-15.2613,-4.5784,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
189,X,SKU004,9,15.00,107.00,43,0.0100,347.00,0.00,10000000000.00,37.00,10000000000.00,1.00,0.00,0.00,0.00,1.7794,0.00,1.00,0.00,468.00,0.00,51.80,39.60,12.20,0.00,0.00,36.60,47.30,-10.70,0.00,0.00,33.60,35.10,-1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.00,122.00,0.00,0.00,21.7087,-19.0396,-2.6691,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
190,X,SKU004,10,22.00,95.00,51,0.0100,533.00,0.00,10000000000.00,35.00,10000000000.00,1.00,0.00,0.00,0.00,1.9735,0.00,1.00,0.00,249.00,0.00,51.20,39.50,11.70,0.00,0.00,35.10,44.60,-9.50,0.00,0.00,30.70,32.90,-2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,117.00,0.00,0.00,23.0900,-18.7483,-4.3417,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
191,X,SKU004,11,60.00,215.00,41,0.0100,474.00,0.00,10000000000.00,42.00,10000000000.00,1.00,0.00,0.00,0.00,1.3955,0.00,1.00,0.00,585.00,0.00,122.00,94.50,27.50,0.00,0.00,82.50,104.00,-21.50,0.00,0.00,70.50,76.50,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.00,275.00,0.00,0.00,38.3763,-30.0033,-8.3730,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
192,X,SKU004,12,68.00,105.00,53,0.0100,495.00,0.00,10000000000.00,42.00,10000000000.00,1.00,0.00,0.00,0.00,0.9390,0.00,1.00,0.00,572.00,0.00,82.80,65.50,17.30,0.00,0.00,51.90,62.40,-10.50,0.00,0.00,38.30,45.10,-6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.00,173.00,0.00,0.00,16.2447,-9.8595,-6.3852,0.00,0.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.0000,0.0000,0.0000,0.0000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
193,GFCM,SKU005,1,68.00,206.00,41,0.0100,646.00,0.00,10000000000.00,24.00,10000000000.00,1.00,98.00,0.00,0.00,1.5447,0.00,1.00,0.00,334.00,98.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,98.00,0.00,151.3806,0.0000,0.0000,0.00,98.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.9800,0.0000,0.0000,0.4900,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
194,GFCM,SKU005,2,22.00,190.00,31,0.0100,405.00,0.00,10000000000.00,10.00,10000000000.00,1.00,87.00,0.00,0.00,1.5000,0.00,1.00,0.00,765.00,87.00,89.20,68.00,108.20,0.00,0.00,63.60,82.60,-19.00,0.00,0.00,59.20,61.40,-2.20,0.00,0.00,0.00,0.00,0.00,0.00,87.00,212.00,212.00,87.00,0.00,162.3000,-28.5000,-3.3000,0.00,87.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.8700,0.0000,0.0000,0.4350,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
195,GFCM,SKU005,3,28.00,133.00,57,0.0100,257.00,0.00,10000000000.00,51.00,10000000000.00,1.00,63.00,0.00,0.00,2.4358,0.00,1.00,0.00,546.00,63.00,70.00,53.90,79.10,0.00,0.00,48.30,61.60,-13.30,0.00,0.00,42.70,45.50,-2.80,0.00,0.00,0.00,0.00,0.00,0.00,63.00,161.00,161.00,63.00,0.00,192.6718,-32.3961,-6.8202,0.00,63.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.6300,0.0000,0.0000,0.3150,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
196,GFCM,SKU005,4,61.00,88.00,40,0.0100,186.00,0.00,10000000000.00,28.00,10000000000.00,1.00,65.00,0.00,0.00,1.0911,0.00,1.00,0.00,654.00,65.00,71.80,56.90,79.90,0.00,0.00,44.70,53.50,-8.80,0.00,0.00,32.50,38.60,-6.10,0.00,0.00,0.00,0.00,0.00,0.00,65.00,149.00,149.00,65.00,0.00,87.1789,-9.6017,-6.6557,0.00,65.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.6500,0.0000,0.0000,0.3250,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
197,GFCM,SKU005,5,47.00,115.00,45,0.0100,266.00,0.00,10000000000.00,14.00,10000000000.00,1.00,97.00,0.00,0.00,0.9772,0.00,1.00,0.00,494.00,97.00,74.20,58.00,113.20,0.00,0.00,48.60,60.10,-11.50,0.00,0.00,39.20,43.90,-4.70,0.00,0.00,0.00,0.00,0.00,0.00,97.00,162.00,162.00,97.00,0.00,110.6190,-11.2378,-4.5928,0.00,97.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.9700,0.0000,0.0000,0.4850,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
198,GFCM,SKU005,6,23.00,120.00,38,0.0100,187.00,0.00,10000000000.00,41.00,10000000000.00,1.00,73.00,0.00,0.00,0.8574,0.00,1.00,0.00,681.00,73.00,61.80,47.50,87.30,0.00,0.00,42.90,54.90,-12.00,0.00,0.00,38.30,40.60,-2.30,0.00,0.00,0.00,0.00,0.00,0.00,73.00,143.00,143.00,73.00,0.00,74.8510,-10.2888,-1.9720,0.00,73.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.7300,0.0000,0.0000,0.3650,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
199,GFCM,SKU005,7,55.00,71.00,58,0.0100,597.00,0.00,10000000000.00,20.00,10000000000.00,1.00,65.00,0.00,0.00,0.8966,0.00,1.00,0.00,324.00,65.00,61.40,48.80,77.60,0.00,0.00,37.80,44.90,-7.10,0.00,0.00,26.80,32.30,-5.50,0.00,0.00,0.00,0.00,0.00,0.00,65.00,126.00,126.00,65.00,0.00,69.5762,-6.3659,-4.9313,0.00,65.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.6500,0.0000,0.0000,0.3250,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
200,GFCM,SKU005,8,42.00,133.00,37,0.0100,473.00,0.00,10000000000.00,45.00,10000000000.00,1.00,76.00,0.00,0.00,1.0327,0.00,1.00,0.00,661.00,76.00,78.40,60.90,93.50,0.00,0.00,52.50,65.80,-13.30,0.00,0.00,44.10,48.30,-4.20,0.00,0.00,0.00,0.00,0.00,0.00,76.00,175.00,175.00,76.00,0.00,96.5575,-13.7349,-4.3373,0.00,76.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.7600,0.0000,0.0000,0.3800,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
201,GFCM,SKU005,9,23.00,223.00,45,0.0100,459.00,0.00,10000000000.00,33.00,10000000000.00,1.00,62.00,0.00,0.00,2.2486,0.00,1.00,0.00,550.00,62.00,103.00,78.40,86.60,0.00,0.00,73.80,96.10,-22.30,0.00,0.00,69.20,71.50,-2.30,0.00,0.00,0.00,0.00,0.00,0.00,62.00,246.00,246.00,62.00,0.00,194.7288,-50.1438,-5.1718,0.00,62.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.6200,0.0000,0.0000,0.3100,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
202,GFCM,SKU005,10,81.00,88.00,45,0.0100,364.00,0.00,10000000000.00,47.00,10000000000.00,1.00,20.00,0.00,0.00,0.7605,0.00,1.00,0.00,619.00,20.00,83.80,66.90,36.90,0.00,0.00,50.70,59.50,-8.80,0.00,0.00,34.50,42.60,-8.10,0.00,0.00,0.00,0.00,0.00,0.00,20.00,169.00,169.00,20.00,0.00,28.0625,-6.6924,-6.1601,0.00,20.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.2000,0.0000,0.0000,0.1000,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
203,GFCM,SKU005,11,93.00,194.00,40,0.0100,337.00,0.00,10000000000.00,23.00,10000000000.00,1.00,95.00,0.00,0.00,1.4710,0.00,1.00,0.00,670.00,95.00,133.40,104.70,123.70,0.00,0.00,86.10,105.50,-19.40,0.00,0.00,67.50,76.80,-9.30,0.00,0.00,0.00,0.00,0.00,0.00,95.00,287.00,287.00,95.00,0.00,181.9627,-28.5374,-13.6803,0.00,95.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.9500,0.0000,0.0000,0.4750,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
204,GFCM,SKU005,12,39.00,75.00,52,0.0100,168.00,0.00,10000000000.00,37.00,10000000000.00,1.00,54.00,0.00,0.00,2.4589,0.00,1.00,0.00,252.00,54.00,53.40,42.00,65.40,0.00,0.00,34.20,41.70,-7.50,0.00,0.00,26.40,30.30,-3.90,0.00,0.00,0.00,0.00,0.00,0.00,54.00,114.00,114.00,54.00,0.00,160.8121,-18.4418,-9.5897,0.00,54.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.5400,0.0000,0.0000,0.2700,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
205,KFCM,SKU005,1,57.00,168.00,35,0.0100,357.00,0.00,10000000000.00,10.00,10000000000.00,1.00,0.00,77.00,0.00,1.8515,0.00,1.00,0.00,403.00,0.00,101.40,78.90,22.50,0.00,77.00,67.50,84.30,60.20,0.00,0.00,56.10,61.80,-5.70,0.00,0.00,0.00,0.00,0.00,0.00,77.00,225.00,225.00,77.00,0.00,41.6588,111.4603,-10.5536,0.00,77.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.7700,0.0000,0.0000,0.3850,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
206,KFCM,SKU005,2,30.00,133.00,57,0.0100,485.00,0.00,10000000000.00,30.00,10000000000.00,1.00,0.00,25.00,0.00,2.3076,0.00,1.00,0.00,413.00,0.00,71.20,54.90,16.30,0.00,25.00,48.90,62.20,11.70,0.00,0.00,42.90,45.90,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,163.00,163.00,25.00,0.00,37.6139,26.9989,-6.9228,0.00,25.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.2500,0.0000,0.0000,0.1250,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
207,KFCM,SKU005,3,28.00,123.00,46,0.0100,429.00,0.00,10000000000.00,40.00,10000000000.00,1.00,0.00,116.00,0.00,1.4646,0.00,1.00,0.00,277.00,0.00,66.00,50.90,15.10,0.00,116.00,45.30,57.60,103.70,0.00,0.00,39.70,42.50,-2.80,0.00,0.00,0.00,0.00,0.00,0.00,116.00,151.00,151.00,116.00,0.00,22.1155,151.8790,-4.1009,0.00,116.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,1.1600,0.0000,0.0000,0.5800,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
208,KFCM,SKU005,4,57.00,93.00,31,0.0100,478.00,0.00,10000000000.00,29.00,10000000000.00,1.00,0.00,25.00,0.00,1.9102,0.00,1.00,0.00,374.00,0.00,71.40,56.40,15.00,0.00,25.00,45.00,54.30,15.70,0.00,0.00,33.60,39.30,-5.70,0.00,0.00,0.00,0.00,0.00,0.00,25.00,150.00,150.00,25.00,0.00,28.6530,29.9901,-10.8881,0.00,25.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.2500,0.0000,0.0000,0.1250,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
209,KFCM,SKU005,5,10.00,140.00,30,0.0100,520.00,0.00,10000000000.00,11.00,10000000000.00,1.00,0.00,38.00,0.00,1.1128,0.00,1.00,0.00,667.00,0.00,62.00,47.00,15.00,0.00,38.00,45.00,59.00,24.00,0.00,0.00,43.00,44.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,150.00,150.00,38.00,0.00,16.6920,26.7072,-1.1128,0.00,38.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.3800,0.0000,0.0000,0.1900,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
210,KFCM,SKU005,6,27.00,105.00,56,0.0100,457.00,0.00,10000000000.00,43.00,10000000000.00,1.00,0.00,101.00,0.00,1.8639,0.00,1.00,0.00,332.00,0.00,58.20,45.00,13.20,0.00,101.00,39.60,50.10,90.50,0.00,0.00,34.20,36.90,-2.70,0.00,0.00,0.00,0.00,0.00,0.00,101.00,132.00,132.00,101.00,0.00,24.6035,168.6830,-5.0325,0.00,101.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,1.0100,0.0000,0.0000,0.5050,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
211,KFCM,SKU005,7,61.00,138.00,50,0.0100,379.00,0.00,10000000000.00,43.00,10000000000.00,1.00,0.00,71.00,0.00,1.6327,0.00,1.00,0.00,781.00,0.00,91.80,71.90,19.90,0.00,71.00,59.70,73.50,57.20,0.00,0.00,47.50,53.60,-6.10,0.00,0.00,0.00,0.00,0.00,0.00,71.00,199.00,199.00,71.00,0.00,32.4907,93.3904,-9.9595,0.00,71.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.7100,0.0000,0.0000,0.3550,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
212,KFCM,SKU005,8,57.00,162.00,58,0.0100,643.00,0.00,10000000000.00,10.00,10000000000.00,1.00,0.00,52.00,0.00,2.1696,0.00,1.00,0.00,240.00,0.00,99.00,77.10,21.90,0.00,52.00,65.70,81.90,35.80,0.00,0.00,54.30,60.00,-5.70,0.00,0.00,0.00,0.00,0.00,0.00,52.00,219.00,219.00,52.00,0.00,47.5142,77.6717,-12.3667,0.00,52.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.5200,0.0000,0.0000,0.2600,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
213,KFCM,SKU005,9,38.00,97.00,45,0.0100,582.00,0.00,10000000000.00,19.00,10000000000.00,1.00,0.00,69.00,0.00,1.7529,0.00,1.00,0.00,759.00,0.00,61.60,48.10,13.50,0.00,69.00,40.50,50.20,59.30,0.00,0.00,32.90,36.70,-3.80,0.00,0.00,0.00,0.00,0.00,0.00,69.00,135.00,135.00,69.00,0.00,23.6642,103.9470,-6.6610,0.00,69.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.6900,0.0000,0.0000,0.3450,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
214,KFCM,SKU005,10,30.00,157.00,34,0.0100,323.00,0.00,10000000000.00,42.00,10000000000.00,1.00,0.00,38.00,0.00,0.7783,0.00,1.00,0.00,392.00,0.00,80.80,62.10,18.70,0.00,38.00,56.10,71.80,22.30,0.00,0.00,50.10,53.10,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,187.00,187.00,38.00,0.00,14.5542,17.3561,-2.3349,0.00,38.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.3800,0.0000,0.0000,0.1900,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
215,KFCM,SKU005,11,19.00,244.00,47,0.0100,397.00,0.00,10000000000.00,31.00,10000000000.00,1.00,0.00,103.00,0.00,2.3581,0.00,1.00,0.00,600.00,0.00,109.00,82.70,26.30,0.00,103.00,78.90,103.30,78.60,0.00,0.00,75.10,77.00,-1.90,0.00,0.00,0.00,0.00,0.00,0.00,103.00,263.00,263.00,103.00,0.00,62.0180,185.3467,-4.4804,0.00,103.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,1.0300,0.0000,0.0000,0.5150,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
216,KFCM,SKU005,12,23.00,197.00,41,0.0100,416.00,0.00,10000000000.00,32.00,10000000000.00,1.00,0.00,21.00,0.00,0.8982,0.00,1.00,0.00,610.00,0.00,92.60,70.60,22.00,0.00,21.00,66.00,85.70,1.30,0.00,0.00,61.40,63.70,-2.30,0.00,0.00,0.00,0.00,0.00,0.00,21.00,220.00,220.00,21.00,0.00,19.7604,1.1677,-2.0659,0.00,21.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.2100,0.0000,0.0000,0.1050,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
217,NFCM,SKU005,1,53.00,95.00,35,0.0100,603.00,0.00,10000000000.00,38.00,10000000000.00,1.00,0.00,0.00,87.00,0.8190,0.00,1.00,0.00,407.00,0.00,69.80,55.00,14.80,0.00,0.00,44.40,53.90,-9.50,0.00,87.00,33.80,39.10,81.70,0.00,0.00,0.00,0.00,0.00,0.00,87.00,148.00,148.00,87.00,0.00,12.1212,-7.7805,66.9123,0.00,87.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.8700,0.0000,0.0000,0.4350,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
218,NFCM,SKU005,2,69.00,64.00,33,0.0100,162.00,0.00,10000000000.00,59.00,10000000000.00,1.00,0.00,0.00,36.00,0.8814,0.00,1.00,0.00,288.00,0.00,67.00,53.70,13.30,0.00,0.00,39.90,46.30,-6.40,0.00,36.00,26.10,33.00,29.10,0.00,0.00,0.00,0.00,0.00,0.00,36.00,133.00,133.00,36.00,0.00,11.7226,-5.6410,25.6487,0.00,36.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.3600,0.0000,0.0000,0.1800,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
219,NFCM,SKU005,3,36.00,173.00,47,0.0100,327.00,0.00,10000000000.00,39.00,10000000000.00,1.00,0.00,0.00,113.00,0.5858,0.00,1.00,0.00,332.00,0.00,90.80,69.90,20.90,0.00,0.00,62.70,80.00,-17.30,0.00,113.00,55.50,59.10,109.40,0.00,0.00,0.00,0.00,0.00,0.00,113.00,209.00,209.00,113.00,0.00,12.2432,-10.1343,64.0865,0.00,113.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,1.1300,0.0000,0.0000,0.5650,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
220,NFCM,SKU005,4,108.00,111.00,41,0.0100,536.00,0.00,10000000000.00,21.00,10000000000.00,1.00,0.00,0.00,37.00,1.6402,0.00,1.00,0.00,350.00,0.00,109.20,87.30,21.90,0.00,0.00,65.70,76.80,-11.10,0.00,37.00,44.10,54.90,26.20,0.00,0.00,0.00,0.00,0.00,0.00,37.00,219.00,219.00,37.00,0.00,35.9204,-18.2062,42.9732,0.00,37.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.3700,0.0000,0.0000,0.1850,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
221,NFCM,SKU005,5,49.00,203.00,55,0.0100,433.00,0.00,10000000000.00,18.00,10000000000.00,1.00,0.00,0.00,43.00,1.7288,0.00,1.00,0.00,376.00,0.00,110.60,85.40,25.20,0.00,0.00,75.60,95.90,-20.30,0.00,43.00,65.80,70.70,38.10,0.00,0.00,0.00,0.00,0.00,0.00,43.00,252.00,252.00,43.00,0.00,43.5658,-35.0946,65.8673,0.00,43.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.4300,0.0000,0.0000,0.2150,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
222,NFCM,SKU005,6,75.00,105.00,30,0.0100,283.00,0.00,10000000000.00,38.00,10000000000.00,1.00,0.00,0.00,74.00,1.8168,0.00,1.00,0.00,697.00,0.00,87.00,69.00,18.00,0.00,0.00,54.00,64.50,-10.50,0.00,74.00,39.00,46.50,66.50,0.00,0.00,0.00,0.00,0.00,0.00,74.00,180.00,180.00,74.00,0.00,32.7024,-19.0764,120.8172,0.00,74.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.7400,0.0000,0.0000,0.3700,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
223,NFCM,SKU005,7,107.00,243.00,38,0.0100,268.00,0.00,10000000000.00,55.00,10000000000.00,1.00,0.00,0.00,72.00,0.5466,0.00,1.00,0.00,208.00,0.00,161.40,126.40,35.00,0.00,0.00,105.00,129.30,-24.30,0.00,72.00,83.60,94.30,61.30,0.00,0.00,0.00,0.00,0.00,0.00,72.00,350.00,350.00,72.00,0.00,19.1310,-13.2824,33.5066,0.00,72.00,0.00,0.00,0.00,0.00,TRUE,TRUE,FALSE,TRUE,0.7200,0.0000,0.0000,0.3600,,8/1/25,8/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,
